name,year_published,min_players,max_players,min_playtime,max_playtime,min_age,categories,mechanics,users_rated,average_rating,weight
Scrabble,1948,2,4,90,90,10,['Word Game'],"['End Game Bonuses', 'Hand Management', 'Spelling', 'Square Grid', 'Tile Placement']",32763,6.26916,2.0602
Colt Express,2014,2,6,40,40,10,"['American West', 'Fighting', 'Trains']","['Action Queue', 'Hand Management', 'Memory', 'Programmed Movement', 'Take That', 'Turn Order: Progressive', 'Variable Player Powers']",32647,7.09467,1.8333
BANG!,2002,4,7,20,40,8,"['American West', 'Bluffing', 'Card Game', 'Deduction', 'Fighting']","['Hand Management', 'Hidden Roles', 'Hot Potato', 'Kill Steal', 'Player Elimination', 'Take That', 'Team-Based Game', 'Variable Player Powers']",32241,6.48956,1.6315
The Mind,2018,2,4,20,20,8,"['Card Game', 'Number']","['Communication Limits', 'Cooperative Game']",32124,6.75411,1.0714
Roll for the Galaxy,2014,2,5,45,45,13,"['Civilization', 'Dice', 'Economic', 'Science Fiction', 'Space Exploration']","['Action Retrieval', 'Contracts', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Follow', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement with Dice Workers']",32058,7.58748,2.7802
Through the Ages: A New Story of Civilization,2015,2,4,120,120,14,"['Card Game', 'Civilization', 'Economic']","['Action Points', 'Auction: Dutch', 'Auction/Bidding', 'Events', 'Income', 'Open Drafting', 'Tags', 'Take That']",32034,8.28242,4.4362
Le Havre,2008,1,5,30,150,12,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",31948,7.84754,3.717
Orléans,2014,2,5,90,90,12,"['Medieval', 'Religious', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Kill Steal', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up', 'Worker Placement, Different Worker Types']",31809,8.06047,3.026
Istanbul,2014,2,5,40,60,10,['Economic'],"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']",31652,7.54199,2.5807
Welcome To...,2018,1,100,25,25,10,['City Building'],"['Bingo', 'Contracts', 'Paper-and-Pencil', 'Pattern Building', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",31446,7.53184,1.8386
For Sale,1997,3,6,30,30,10,"['Card Game', 'Economic']","['Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Auction/Bidding', 'Hand Management', 'Selection Order Bid']",31427,7.25858,1.2517
Nemesis,2018,1,5,90,180,12,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Interrupts', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",31302,8.26618,3.4709
Forbidden Desert,2013,2,5,45,45,10,"['Adventure', 'Fantasy', 'Science Fiction']","['Action Points', 'Bias', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Reduction', 'Modular Board', 'Pick-up and Deliver', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Variable Player Powers']",31249,7.07467,2.0345
Memoir '44,2004,2,8,30,60,8,"['Miniatures', 'Wargame', 'World War II']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up']",30405,7.53396,2.2745
Cartographers,2019,1,100,30,45,10,"['Fantasy', 'Territory Building']","['Bingo', 'End Game Bonuses', 'Grid Coverage', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Square Grid', 'Variable Set-up']",30305,7.596,1.8781
Android: Netrunner,2012,2,2,45,45,14,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",30260,7.88416,3.4099
UNO,1971,2,10,30,30,6,"['Card Game', ""Children's Game"", 'Comic Book / Strip', 'Movies / TV / Radio theme', 'Number']","['Hand Management', 'Lose a Turn', 'Matching', 'Take That']",29632,5.46188,1.1031
Secret Hitler,2016,5,10,45,45,13,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Political', 'Print & Play', 'Spies/Secret Agents']","['Hidden Roles', 'Player Elimination', 'Team-Based Game', 'Traitor Game', 'Voting']",29622,7.50536,1.7359
Architects of the West Kingdom,2018,1,5,60,80,12,"['City Building', 'Medieval']","['Contracts', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Solo / Solitaire Game', 'Tags', 'Variable Player Powers', 'Worker Placement']",29589,7.73173,2.757
Take 5,1994,2,10,45,45,8,"['Card Game', 'Number']","['Hand Management', 'Score-and-Reset Game', 'Simultaneous Action Selection']",29574,6.97019,1.1921
El Grande,1995,2,5,60,120,12,"['Medieval', 'Renaissance']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Memory', 'Open Drafting', 'Selection Order Bid', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Auction']",29425,7.75632,2.9681
Caylus,2005,2,5,60,150,12,"['City Building', 'Economic', 'Medieval']","['Action Queue', 'Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']",29263,7.71488,3.795
A Feast for Odin,2016,1,4,30,120,12,"['Economic', 'Farming', 'Industry / Manufacturing', 'Medieval', 'Puzzle']","['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']",29053,8.17072,3.8574
Tigris & Euphrates,1997,2,4,60,120,14,"['Abstract Strategy', 'Ancient', 'Civilization', 'Territory Building']","['Area Majority / Influence', 'Connections', 'Hand Management', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Square Grid', 'Take That', 'Tile Placement']",28845,7.70331,3.4975
Tsuro,2005,2,8,15,20,8,"['Abstract Strategy', 'Fantasy']","['Hand Management', 'Network and Route Building', 'Player Elimination', 'Tile Placement']",28678,6.66797,1.2205
Cards Against Humanity,2009,4,30,30,30,17,"['Card Game', 'Humor', 'Mature / Adult', 'Party Game', 'Print & Play']","['Hand Management', 'Player Judge', 'Simultaneous Action Selection']",28632,5.75235,1.178
Eclipse: New Dawn for the Galaxy,2011,2,6,60,180,14,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",28478,7.82983,3.7045
Just One,2018,3,7,20,60,8,"['Party Game', 'Word Game']","['Communication Limits', 'Cooperative Game', 'Paper-and-Pencil']",28457,7.59933,1.0374
One Night Ultimate Werewolf,2014,3,10,10,10,8,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']",28228,7.0525,1.375
T.I.M.E Stories,2015,2,4,90,90,12,"['Adventure', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Move Through Deck', 'Narrative Choice / Paragraph', 'Storytelling', 'Variable Player Powers']",27836,7.3792,2.5859
Shadows over Camelot,2005,3,7,60,90,10,"['Adventure', 'Bluffing', 'Deduction', 'Fantasy', 'Medieval', 'Mythology']","['Communication Limits', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Player Elimination', 'Semi-Cooperative Game', 'Set Collection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",27781,7.10139,2.566
Blokus,2000,2,4,20,20,7,"['Abstract Strategy', 'Territory Building']","['Chaining', 'Enclosure', 'Grid Coverage', 'Hand Management', 'Tile Placement']",27641,6.85938,1.743
No Thanks!,2004,3,7,20,20,8,['Card Game'],"['Auction/Bidding', 'Closed Economy Auction', 'Push Your Luck', 'Set Collection']",27630,7.08022,1.1305
Gaia Project,2017,1,4,60,150,12,"['Civilization', 'Economic', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Tags', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",27619,8.37189,4.3931
Smash Up,2012,2,4,45,45,12,"['Card Game', 'Fantasy', 'Humor', 'Pirates', 'Science Fiction', 'Zombies']","['Area Majority / Influence', 'Card Play Conflict Resolution', 'Deck Construction', 'Hand Management', 'Kill Steal', 'Open Drafting', 'Take That', 'Variable Player Powers', 'Variable Set-up']",27438,6.70243,2.0609
Camel Up,2014,2,8,20,30,8,"['Animals', 'Arabian', 'Dice', 'Racing']","['Betting and Bluffing', 'Dice Rolling', 'End Game Bonuses', 'Roll / Spin and Move', 'Track Movement', 'Variable Set-up']",27419,7.03929,1.4984
Ra,1999,2,5,45,60,12,"['Ancient', 'Mythology']","['Auction: Once Around', 'Auction/Bidding', 'Closed Economy Auction', 'Constrained Bidding', 'Hidden Victory Points', 'Push Your Luck', 'Set Collection']",26705,7.642,2.3196
Tokaido,2012,2,5,45,45,8,['Travel'],"['End Game Bonuses', 'Set Collection', 'Track Movement', 'Turn Order: Time Track', 'Variable Player Powers', 'Worker Placement']",26458,6.92318,1.7419
The Quest for El Dorado,2017,2,4,30,60,10,"['Adventure', 'Exploration', 'Racing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Multi-Use Cards', 'Open Drafting', 'Race', 'Variable Set-up']",26453,7.6876,1.9396
Survive: Escape from Atlantis!,1982,2,4,45,60,8,"['Adventure', 'Animals', 'Bluffing', 'Nautical']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Reduction', 'Memory', 'Modular Board', 'Secret Unit Deployment', 'Take That']",26316,7.31675,1.6949
PARKS,2019,1,5,30,60,10,"['Animals', 'Economic', 'Environmental', 'Travel']","['Contracts', 'End Game Bonuses', 'Events', 'Modular Board', 'Solo / Solitaire Game', 'Track Movement', 'Turn Order: Claim Action', 'Variable Set-up', 'Worker Placement']",26138,7.66284,2.1156
Castles of Mad King Ludwig,2014,1,4,90,90,13,"['Post-Napoleonic', 'Puzzle']","['End Game Bonuses', 'Hidden Victory Points', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",26025,7.51688,2.6471
Century: Spice Road,2017,2,5,30,45,8,"['Card Game', 'Economic', 'Medieval']","['Action Retrieval', 'Auction: Dutch', 'Contracts', 'Deck, Bag, and Pool Building', 'Hand Management', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Set Collection']",25744,7.30256,1.8
Isle of Skye: From Chieftain to King,2015,2,5,30,50,8,"['Economic', 'Territory Building']","['Catch the Leader', 'Commodity Speculation', 'I Cut, You Choose', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",25684,7.39774,2.2571
Elder Sign,2011,1,8,90,90,13,"['Adventure', 'Card Game', 'Dice', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Re-rolling and Locking', 'Solo / Solitaire Game', 'Variable Player Powers']",25432,6.97178,2.3445
Descent: Journeys in the Dark (Second Edition),2012,1,5,120,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Map Addition', 'Modular Board', 'Movement Points', 'Multiple Maps', 'Once-Per-Game Abilities', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Team-Based Game', 'Variable Player Powers']",25415,7.61327,3.2134
Suburbia,2012,1,4,60,90,8,"['City Building', 'Economic']","['Auction: Dutch', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement']",25392,7.47343,2.7636
Seasons,2012,2,4,60,60,14,"['Card Game', 'Fantasy']","['Closed Drafting', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Take That', 'Victory Points as a Resource']",25272,7.34794,2.7824
Brass: Lancashire,2007,2,4,60,120,14,"['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based']",25193,8.1948,3.8551
Star Wars: X-Wing Miniatures Game,2012,2,2,30,45,14,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Line of Sight', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection', 'Variable Player Powers']",25083,7.633,2.4957
The Voyages of Marco Polo,2015,2,4,40,100,12,"['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Turn Order: Claim Action', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement with Dice Workers']",25064,7.78056,3.1799
Heat: Pedal to the Metal,2022,1,6,30,60,10,"['Racing', 'Sports']","['Catch the Leader', 'Deck, Bag, and Pool Building', 'Hand Management', 'Programmed Movement', 'Push Your Luck', 'Race', 'Simulation', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Track Movement', 'Variable Set-up']",24980,8.05491,2.1957
That's Pretty Clever!,2018,1,4,30,30,8,"['Dice', 'Number']","['Dice Rolling', 'Highest-Lowest Scoring', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",24872,7.57084,1.8661
Star Wars: Imperial Assault,2014,2,5,60,120,14,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",24787,7.9631,3.3032
BANG! The Dice Game,2013,3,8,15,15,8,"['American West', 'Bluffing', 'Deduction', 'Dice', 'Fighting', 'Party Game']","['Dice Rolling', 'Hidden Roles', 'Player Elimination', 'Push Your Luck', 'Re-rolling and Locking', 'Team-Based Game', 'Variable Player Powers']",24715,6.89365,1.2791
Imperial Settlers,2014,1,4,45,90,10,"['Ancient', 'Card Game', 'City Building', 'Civilization']","['Closed Drafting', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Multi-Use Cards', 'Open Drafting', 'Solo / Solitaire Game', 'Take That', 'Turn Order: Progressive', 'Variable Player Powers']",24521,7.31376,2.7723
Raiders of the North Sea,2015,2,4,60,80,12,"['Medieval', 'Nautical']","['Contracts', 'Dice Rolling', 'Hand Management', 'Worker Placement', 'Worker Placement, Different Worker Types']",24417,7.73682,2.5608
Flash Point: Fire Rescue,2011,2,6,45,45,10,['Adventure'],"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Pick-up and Deliver', 'Simulation', 'Solo / Solitaire Game', 'Square Grid', 'Variable Player Powers']",24402,7.15515,2.1981
The Lord of the Rings: The Card Game,2011,1,2,30,60,13,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']","['Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Set-up']",24281,7.66204,3.21
Twilight Imperium: Fourth Edition,2017,3,6,240,480,14,"['Civilization', 'Economic', 'Exploration', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Action Drafting', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'King of the Hill', 'Modular Board', 'Movement Points', 'Race', 'Tech Trees / Tech Tracks', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up', 'Voting']",24301,8.59544,4.3202
Skull,2011,3,6,15,45,10,"['Bluffing', 'Card Game', 'Party Game']","['Auction/Bidding', 'Bids As Wagers', 'Hand Management', 'Player Elimination']",24267,7.18986,1.1184
Marvel Champions: The Card Game,2019,1,4,45,90,14,"['Card Game', 'Collectible Components', 'Comic Book / Strip', 'Fighting']","['Card Play Conflict Resolution', 'Cooperative Game', 'Deck Construction', 'Hand Management', 'Interrupts', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Player Powers', 'Variable Set-up']",24126,8.11989,2.9381
Photosynthesis,2017,2,4,30,60,10,"['Abstract Strategy', 'Economic']","['Action Points', 'Area Majority / Influence', 'Bias', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Turn Order: Progressive']",24089,6.96938,2.2536
Targi,2012,2,2,60,60,12,"['Arabian', 'Card Game']","['End Game Bonuses', 'Modular Board', 'Open Drafting', 'Set Collection', 'Square Grid', 'Turn Order: Progressive', 'Worker Placement']",24013,7.61046,2.3376
RoboRally,1994,2,8,45,120,12,"['Maze', 'Miniatures', 'Racing', 'Science Fiction']","['Action Queue', 'Bias', 'Grid Movement', 'Lose a Turn', 'Modular Board', 'Programmed Movement', 'Race', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection']",23968,7.05485,2.4287
San Juan,2004,2,4,45,60,10,"['Card Game', 'City Building', 'Economic']","['Action Drafting', 'Follow', 'Hand Management', 'Multi-Use Cards', 'Set Collection', 'Variable Phase Order']",23879,7.23146,2.2851
Troyes,2010,1,4,90,90,12,"['Dice', 'Economic', 'Medieval']","['Area Majority / Influence', 'Dice Rolling', 'End Game Bonuses', 'Events', 'Hidden Victory Points', 'Income', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Set-up', 'Worker Placement with Dice Workers', 'Worker Placement, Different Worker Types']",23712,7.71475,3.4577
Kingdom Builder,2011,2,4,45,45,8,"['Medieval', 'Territory Building']","['Area Majority / Influence', 'Chaining', 'Enclosure', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Pattern Building', 'Tile Placement', 'Variable Set-up']",23635,6.93924,2.0607
